no,city,year,commodity,price
1,Kabupaten Blitar,2024-02-21,kacang_tanah,30000
2,Kabupaten Bojonegoro,2024-02-21,kacang_tanah,30000
3,Kabupaten Ponorogo,2024-02-21,kacang_tanah,30000
4,Kabupaten Tulungagung,2024-02-21,kacang_tanah,30000
5,Kota Blitar,2024-02-21,kacang_tanah,30000
6,Kabupaten Madiun,2024-02-21,kacang_tanah,29500
7,Kota Batu,2024-02-21,kacang_tanah,29500
8,Kabupaten Pasuruan,2024-02-21,kacang_tanah,29333
9,Kabupaten Banyuwangi,2024-02-21,kacang_tanah,29300
10,Kabupaten Magetan,2024-02-21,kacang_tanah,29000
11,Kabupaten Pamekasan,2024-02-21,kacang_tanah,29000
12,Kabupaten Probolinggo,2024-02-21,kacang_tanah,29000
13,Kota Kediri,2024-02-21,kacang_tanah,28833
14,Kabupaten Lamongan,2024-02-21,kacang_tanah,28750
15,Kabupaten Gresik,2024-02-21,kacang_tanah,28666
16,Kabupaten Kediri,2024-02-21,kacang_tanah,28666
17,Kabupaten Pacitan,2024-02-21,kacang_tanah,28666
18,Kota Madiun,2024-02-21,kacang_tanah,28666
19,Kota Surabaya,2024-02-21,kacang_tanah,28500
20,Kota Malang,2024-02-21,kacang_tanah,28416
21,Kota Probolinggo,2024-02-21,kacang_tanah,28166
22,Kabupaten Nganjuk,2024-02-21,kacang_tanah,28000
23,Kabupaten Sampang,2024-02-21,kacang_tanah,28000
24,Kabupaten Sidoarjo,2024-02-21,kacang_tanah,28000
25,Kabupaten Trenggalek,2024-02-21,kacang_tanah,28000
26,Kota Mojokerto,2024-02-21,kacang_tanah,28000
27,Kabupaten Lumajang,2024-02-21,kacang_tanah,27666
28,Kabupaten Ngawi,2024-02-21,kacang_tanah,27666
29,Kabupaten Jember,2024-02-21,kacang_tanah,27200
30,Kabupaten Mojokerto,2024-02-21,kacang_tanah,27087
31,Kabupaten Bangkalan,2024-02-21,kacang_tanah,27000
32,Kabupaten Sumenep,2024-02-21,kacang_tanah,27000
33,Kabupaten Tuban,2024-02-21,kacang_tanah,27000
34,Kabupaten Jombang,2024-02-21,kacang_tanah,26666
35,Kabupaten Situbondo,2024-02-21,kacang_tanah,26333
36,Kota Pasuruan,2024-02-21,kacang_tanah,26250
37,Kabupaten Malang,2024-02-21,kacang_tanah,26200
38,Kabupaten Bondowoso,2024-02-21,kacang_tanah,25750
