no,city,year,commodity,price
1,Kabupaten Madiun,2024-01-19,kacang_tanah,30250
2,Kabupaten Bojonegoro,2024-01-19,kacang_tanah,30000
3,Kabupaten Ponorogo,2024-01-19,kacang_tanah,30000
4,Kota Batu,2024-01-19,kacang_tanah,29750
5,Kabupaten Pasuruan,2024-01-19,kacang_tanah,29666
6,Kabupaten Tulungagung,2024-01-19,kacang_tanah,29666
7,Kabupaten Blitar,2024-01-19,kacang_tanah,29500
8,Kabupaten Probolinggo,2024-01-19,kacang_tanah,29333
9,Kota Surabaya,2024-01-19,kacang_tanah,29166
10,Kabupaten Lumajang,2024-01-19,kacang_tanah,29000
11,Kabupaten Magetan,2024-01-19,kacang_tanah,29000
12,Kabupaten Trenggalek,2024-01-19,kacang_tanah,29000
13,Kabupaten Lamongan,2024-01-19,kacang_tanah,28750
14,Kabupaten Gresik,2024-01-19,kacang_tanah,28666
15,Kota Kediri,2024-01-19,kacang_tanah,28500
16,Kabupaten Banyuwangi,2024-01-19,kacang_tanah,28500
17,Kota Blitar,2024-01-19,kacang_tanah,28500
18,Kota Malang,2024-01-19,kacang_tanah,28416
19,Kota Madiun,2024-01-19,kacang_tanah,28333
20,Kota Probolinggo,2024-01-19,kacang_tanah,28333
21,Kabupaten Nganjuk,2024-01-19,kacang_tanah,28000
22,Kabupaten Sidoarjo,2024-01-19,kacang_tanah,28000
23,Kota Mojokerto,2024-01-19,kacang_tanah,28000
24,Kabupaten Kediri,2024-01-19,kacang_tanah,27666
25,Kabupaten Ngawi,2024-01-19,kacang_tanah,27666
26,Kabupaten Pamekasan,2024-01-19,kacang_tanah,27500
27,Kabupaten Jember,2024-01-19,kacang_tanah,27200
28,Kabupaten Malang,2024-01-19,kacang_tanah,27200
29,Kabupaten Mojokerto,2024-01-19,kacang_tanah,27062
30,Kabupaten Bangkalan,2024-01-19,kacang_tanah,27000
31,Kabupaten Pacitan,2024-01-19,kacang_tanah,27000
32,Kabupaten Sumenep,2024-01-19,kacang_tanah,27000
33,Kabupaten Jombang,2024-01-19,kacang_tanah,26666
34,Kabupaten Tuban,2024-01-19,kacang_tanah,26333
35,Kabupaten Bondowoso,2024-01-19,kacang_tanah,26125
36,Kabupaten Situbondo,2024-01-19,kacang_tanah,26000
37,Kota Pasuruan,2024-01-19,kacang_tanah,25950
38,Kabupaten Sampang,2024-01-19,kacang_tanah,25500
