no,city,year,commodity,price
1,Kota Blitar,2024-05-20,kacang_tanah,32000
2,Kabupaten Pamekasan,2024-05-20,kacang_tanah,31000
3,Kabupaten Tulungagung,2024-05-20,kacang_tanah,30333
4,Kabupaten Blitar,2024-05-20,kacang_tanah,30000
5,Kabupaten Bojonegoro,2024-05-20,kacang_tanah,30000
6,Kabupaten Sampang,2024-05-20,kacang_tanah,30000
7,Kota Batu,2024-05-20,kacang_tanah,30000
8,Kabupaten Banyuwangi,2024-05-20,kacang_tanah,29700
9,Kota Surabaya,2024-05-20,kacang_tanah,29166
10,Kabupaten Madiun,2024-05-20,kacang_tanah,29000
11,Kabupaten Magetan,2024-05-20,kacang_tanah,29000
12,Kabupaten Pacitan,2024-05-20,kacang_tanah,29000
13,Kabupaten Probolinggo,2024-05-20,kacang_tanah,29000
14,Kota Probolinggo,2024-05-20,kacang_tanah,29000
15,Kota Malang,2024-05-20,kacang_tanah,28750
16,Kabupaten Ponorogo,2024-05-20,kacang_tanah,28500
17,Kabupaten Trenggalek,2024-05-20,kacang_tanah,28500
18,Kabupaten Gresik,2024-05-20,kacang_tanah,28333
19,Kabupaten Lamongan,2024-05-20,kacang_tanah,28250
20,Kabupaten Nganjuk,2024-05-20,kacang_tanah,28000
21,Kabupaten Sidoarjo,2024-05-20,kacang_tanah,28000
22,Kota Madiun,2024-05-20,kacang_tanah,28000
23,Kota Mojokerto,2024-05-20,kacang_tanah,28000
24,Kabupaten Pasuruan,2024-05-20,kacang_tanah,27900
25,Kota Kediri,2024-05-20,kacang_tanah,27666
26,Kabupaten Kediri,2024-05-20,kacang_tanah,27666
27,Kabupaten Lumajang,2024-05-20,kacang_tanah,27666
28,Kabupaten Ngawi,2024-05-20,kacang_tanah,27666
29,Kabupaten Jember,2024-05-20,kacang_tanah,27600
30,Kabupaten Jombang,2024-05-20,kacang_tanah,27333
31,Kabupaten Mojokerto,2024-05-20,kacang_tanah,27262
32,Kabupaten Bangkalan,2024-05-20,kacang_tanah,27000
33,Kabupaten Situbondo,2024-05-20,kacang_tanah,27000
34,Kabupaten Sumenep,2024-05-20,kacang_tanah,27000
35,Kabupaten Tuban,2024-05-20,kacang_tanah,27000
36,Kabupaten Bondowoso,2024-05-20,kacang_tanah,26875
37,Kabupaten Malang,2024-05-20,kacang_tanah,26800
38,Kota Pasuruan,2024-05-20,kacang_tanah,26300
