no,city,year,commodity,price
1,Kota Blitar,2024-04-17,kacang_tanah,32000
2,Kabupaten Tulungagung,2024-04-17,kacang_tanah,31333
3,Kabupaten Blitar,2024-04-17,kacang_tanah,30000
4,Kabupaten Bojonegoro,2024-04-17,kacang_tanah,30000
5,Kabupaten Probolinggo,2024-04-17,kacang_tanah,30000
6,Kabupaten Sampang,2024-04-17,kacang_tanah,30000
7,Kota Batu,2024-04-17,kacang_tanah,30000
8,Kota Probolinggo,2024-04-17,kacang_tanah,30000
9,Kabupaten Banyuwangi,2024-04-17,kacang_tanah,29300
10,Kota Surabaya,2024-04-17,kacang_tanah,29166
11,Kabupaten Gresik,2024-04-17,kacang_tanah,29000
12,Kabupaten Madiun,2024-04-17,kacang_tanah,29000
13,Kabupaten Magetan,2024-04-17,kacang_tanah,29000
14,Kabupaten Pacitan,2024-04-17,kacang_tanah,29000
15,Kabupaten Trenggalek,2024-04-17,kacang_tanah,29000
16,Kota Malang,2024-04-17,kacang_tanah,28750
17,Kabupaten Pamekasan,2024-04-17,kacang_tanah,28500
18,Kabupaten Ponorogo,2024-04-17,kacang_tanah,28500
19,Kota Kediri,2024-04-17,kacang_tanah,28333
20,Kabupaten Kediri,2024-04-17,kacang_tanah,28333
21,Kabupaten Lamongan,2024-04-17,kacang_tanah,28250
22,Kabupaten Pasuruan,2024-04-17,kacang_tanah,28233
23,Kabupaten Jember,2024-04-17,kacang_tanah,28000
24,Kabupaten Nganjuk,2024-04-17,kacang_tanah,28000
25,Kabupaten Ngawi,2024-04-17,kacang_tanah,28000
26,Kabupaten Sidoarjo,2024-04-17,kacang_tanah,28000
27,Kota Mojokerto,2024-04-17,kacang_tanah,28000
28,Kota Madiun,2024-04-17,kacang_tanah,27666
29,Kabupaten Jombang,2024-04-17,kacang_tanah,27333
30,Kabupaten Lumajang,2024-04-17,kacang_tanah,27333
31,Kabupaten Situbondo,2024-04-17,kacang_tanah,27333
32,Kabupaten Mojokerto,2024-04-17,kacang_tanah,27250
33,Kabupaten Bangkalan,2024-04-17,kacang_tanah,27000
34,Kabupaten Malang,2024-04-17,kacang_tanah,27000
35,Kabupaten Sumenep,2024-04-17,kacang_tanah,27000
36,Kabupaten Bondowoso,2024-04-17,kacang_tanah,26750
37,Kota Pasuruan,2024-04-17,kacang_tanah,26350
38,Kabupaten Tuban,2024-04-17,kacang_tanah,26333
