no,city,year,commodity,price
1,Kabupaten Sampang,2024-01-13,jagung,11000
2,Kota Surabaya,2024-01-13,jagung,10416
3,Kabupaten Sidoarjo,2024-01-13,jagung,10000
4,Kota Madiun,2024-01-13,jagung,9833
5,Kota Malang,2024-01-13,jagung,9500
6,Kabupaten Pamekasan,2024-01-13,jagung,9500
7,Kabupaten Bangkalan,2024-01-13,jagung,9333
8,Kabupaten Gresik,2024-01-13,jagung,9000
9,Kota Blitar,2024-01-13,jagung,9000
10,Kota Pasuruan,2024-01-13,jagung,8650
11,Kota Batu,2024-01-13,jagung,8500
12,Kota Mojokerto,2024-01-13,jagung,8500
13,Kabupaten Nganjuk,2024-01-13,jagung,8166
14,Kabupaten Pasuruan,2024-01-13,jagung,8166
15,Kabupaten Malang,2024-01-13,jagung,8100
16,Kabupaten Kediri,2024-01-13,jagung,8000
17,Kabupaten Magetan,2024-01-13,jagung,8000
18,Kabupaten Jember,2024-01-13,jagung,7800
19,Kabupaten Sumenep,2024-01-13,jagung,7750
20,Kabupaten Banyuwangi,2024-01-13,jagung,7700
21,Kabupaten Tuban,2024-01-13,jagung,7500
22,Kabupaten Lumajang,2024-01-13,jagung,7333
23,Kabupaten Tulungagung,2024-01-13,jagung,7333
24,Kabupaten Lamongan,2024-01-13,jagung,7250
25,Kabupaten Pacitan,2024-01-13,jagung,7250
26,Kabupaten Ngawi,2024-01-13,jagung,7166
27,Kota Probolinggo,2024-01-13,jagung,7166
28,Kabupaten Jombang,2024-01-13,jagung,7000
29,Kabupaten Situbondo,2024-01-13,jagung,7000
30,Kabupaten Mojokerto,2024-01-13,jagung,6975
31,Kabupaten Bondowoso,2024-01-13,jagung,6750
32,Kabupaten Trenggalek,2024-01-13,jagung,6750
33,Kabupaten Ponorogo,2024-01-13,jagung,6675
34,Kabupaten Probolinggo,2024-01-13,jagung,6666
35,Kota Kediri,2024-01-13,jagung,6500
36,Kabupaten Bojonegoro,2024-01-13,jagung,6500
37,Kabupaten Blitar,2024-01-13,jagung,6000
38,Kabupaten Madiun,2024-01-13,jagung,6000
