no,city,year,commodity,price
1,Kota Kediri,2024-02-09,kedelai_lokal,16666.0
2,Kota Blitar,2024-02-09,kedelai_lokal,16000.0
3,Kabupaten Pacitan,2024-02-09,kedelai_lokal,15666.0
4,Kabupaten Magetan,2024-02-09,kedelai_lokal,15300.0
5,Kota Surabaya,2024-02-09,kedelai_lokal,15000.0
6,Kabupaten Kediri,2024-02-09,kedelai_lokal,15000.0
7,Kabupaten Ngawi,2024-02-09,kedelai_lokal,15000.0
8,Kabupaten Ponorogo,2024-02-09,kedelai_lokal,15000.0
9,Kabupaten Probolinggo,2024-02-09,kedelai_lokal,15000.0
10,Kabupaten Malang,2024-02-09,kedelai_lokal,14600.0
11,Kabupaten Lumajang,2024-02-09,kedelai_lokal,14500.0
12,Kabupaten Madiun,2024-02-09,kedelai_lokal,14500.0
13,Kabupaten Mojokerto,2024-02-09,kedelai_lokal,14150.0
14,Kabupaten Bojonegoro,2024-02-09,kedelai_lokal,14000.0
15,Kota Madiun,2024-02-09,kedelai_lokal,14000.0
16,Kota Mojokerto,2024-02-09,kedelai_lokal,13750.0
17,Kabupaten Lamongan,2024-02-09,kedelai_lokal,13625.0
18,Kabupaten Nganjuk,2024-02-09,kedelai_lokal,13333.0
19,Kabupaten Blitar,2024-02-09,kedelai_lokal,13000.0
20,Kabupaten Jombang,2024-02-09,kedelai_lokal,12833.0
21,Kabupaten Tuban,2024-02-09,kedelai_lokal,12500.0
22,Kabupaten Pasuruan,2024-02-09,kedelai_lokal,12333.0
23,Kabupaten Banyuwangi,2024-02-09,kedelai_lokal,12200.0
24,Kabupaten Situbondo,2024-02-09,kedelai_lokal,12166.0
25,Kabupaten Pamekasan,2024-02-09,kedelai_lokal,12000.0
26,Kabupaten Trenggalek,2024-02-09,kedelai_lokal,12000.0
27,Kabupaten Tulungagung,2024-02-09,kedelai_lokal,11650.0
28,Kabupaten Gresik,2024-02-09,kedelai_lokal,11500.0
29,Kota Batu,2024-02-09,kedelai_lokal,11500.0
30,Kota Pasuruan,2024-02-09,kedelai_lokal,10500.0
31,Kota Malang,2024-02-09,kedelai_lokal,
32,Kabupaten Jember,2024-02-09,kedelai_lokal,
33,Kabupaten Bangkalan,2024-02-09,kedelai_lokal,
34,Kabupaten Bondowoso,2024-02-09,kedelai_lokal,
35,Kabupaten Sampang,2024-02-09,kedelai_lokal,
36,Kabupaten Sidoarjo,2024-02-09,kedelai_lokal,
37,Kabupaten Sumenep,2024-02-09,kedelai_lokal,
38,Kota Probolinggo,2024-02-09,kedelai_lokal,
