no,city,year,commodity,price
1,Kabupaten Gresik,2024-04-25,kentang,18666
2,Kabupaten Lamongan,2024-04-25,kentang,18250
3,Kota Batu,2024-04-25,kentang,18250
4,Kabupaten Pamekasan,2024-04-25,kentang,18000
5,Kabupaten Tuban,2024-04-25,kentang,18000
6,Kabupaten Pacitan,2024-04-25,kentang,17000
7,Kabupaten Sampang,2024-04-25,kentang,17000
8,Kabupaten Bojonegoro,2024-04-25,kentang,16500
9,Kota Madiun,2024-04-25,kentang,16000
10,Kota Mojokerto,2024-04-25,kentang,16000
11,Kota Surabaya,2024-04-25,kentang,15666
12,Kabupaten Jombang,2024-04-25,kentang,15666
13,Kabupaten Ngawi,2024-04-25,kentang,15666
14,Kabupaten Tulungagung,2024-04-25,kentang,15666
15,Kabupaten Magetan,2024-04-25,kentang,15500
16,Kabupaten Ponorogo,2024-04-25,kentang,15500
17,Kabupaten Sumenep,2024-04-25,kentang,15500
18,Kota Blitar,2024-04-25,kentang,15500
19,Kabupaten Banyuwangi,2024-04-25,kentang,15400
20,Kota Kediri,2024-04-25,kentang,15333
21,Kabupaten Bangkalan,2024-04-25,kentang,15333
22,Kabupaten Nganjuk,2024-04-25,kentang,15333
23,Kabupaten Situbondo,2024-04-25,kentang,15333
24,Kota Malang,2024-04-25,kentang,15166
25,Kabupaten Madiun,2024-04-25,kentang,15000
26,Kabupaten Malang,2024-04-25,kentang,15000
27,Kabupaten Pasuruan,2024-04-25,kentang,15000
28,Kabupaten Sidoarjo,2024-04-25,kentang,15000
29,Kabupaten Kediri,2024-04-25,kentang,14666
30,Kota Probolinggo,2024-04-25,kentang,14666
31,Kabupaten Jember,2024-04-25,kentang,14600
32,Kabupaten Bondowoso,2024-04-25,kentang,14500
33,Kabupaten Mojokerto,2024-04-25,kentang,14500
34,Kabupaten Trenggalek,2024-04-25,kentang,14500
35,Kabupaten Blitar,2024-04-25,kentang,14000
36,Kabupaten Lumajang,2024-04-25,kentang,14000
37,Kabupaten Probolinggo,2024-04-25,kentang,13666
38,Kota Pasuruan,2024-04-25,kentang,13200
