no,city,year,commodity,price
1,Kabupaten Bojonegoro,2024-02-16,kentang,20000
2,Kabupaten Sampang,2024-02-16,kentang,20000
3,Kota Kediri,2024-02-16,kentang,19666
4,Kabupaten Gresik,2024-02-16,kentang,19666
5,Kabupaten Tuban,2024-02-16,kentang,19333
6,Kabupaten Lamongan,2024-02-16,kentang,19250
7,Kota Batu,2024-02-16,kentang,19000
8,Kabupaten Jombang,2024-02-16,kentang,18666
9,Kabupaten Ngawi,2024-02-16,kentang,18666
10,Kabupaten Magetan,2024-02-16,kentang,18500
11,Kabupaten Sidoarjo,2024-02-16,kentang,18500
12,Kabupaten Nganjuk,2024-02-16,kentang,18333
13,Kabupaten Bangkalan,2024-02-16,kentang,18000
14,Kabupaten Pamekasan,2024-02-16,kentang,18000
15,Kota Blitar,2024-02-16,kentang,18000
16,Kabupaten Kediri,2024-02-16,kentang,17833
17,Kabupaten Madiun,2024-02-16,kentang,17750
18,Kabupaten Ponorogo,2024-02-16,kentang,17500
19,Kota Mojokerto,2024-02-16,kentang,17500
20,Kabupaten Pasuruan,2024-02-16,kentang,17333
21,Kabupaten Tulungagung,2024-02-16,kentang,17333
22,Kabupaten Jember,2024-02-16,kentang,17200
23,Kota Malang,2024-02-16,kentang,17000
24,Kabupaten Pacitan,2024-02-16,kentang,17000
25,Kota Madiun,2024-02-16,kentang,17000
26,Kota Probolinggo,2024-02-16,kentang,17000
27,Kabupaten Banyuwangi,2024-02-16,kentang,16700
28,Kota Pasuruan,2024-02-16,kentang,16700
29,Kota Surabaya,2024-02-16,kentang,16666
30,Kabupaten Trenggalek,2024-02-16,kentang,16500
31,Kabupaten Malang,2024-02-16,kentang,16400
32,Kabupaten Situbondo,2024-02-16,kentang,16333
33,Kabupaten Lumajang,2024-02-16,kentang,15666
34,Kabupaten Sumenep,2024-02-16,kentang,15500
35,Kabupaten Bondowoso,2024-02-16,kentang,15375
36,Kabupaten Mojokerto,2024-02-16,kentang,15125
37,Kabupaten Blitar,2024-02-16,kentang,15000
38,Kabupaten Probolinggo,2024-02-16,kentang,15000
