no,city,year,commodity,price
1,Kabupaten Tuban,2024-04-21,kentang,19333
2,Kota Batu,2024-04-21,kentang,18250
3,Kabupaten Lamongan,2024-04-21,kentang,18000
4,Kabupaten Pamekasan,2024-04-21,kentang,18000
5,Kabupaten Gresik,2024-04-21,kentang,17000
6,Kabupaten Pacitan,2024-04-21,kentang,17000
7,Kota Surabaya,2024-04-21,kentang,16500
8,Kabupaten Bojonegoro,2024-04-21,kentang,16500
9,Kabupaten Sampang,2024-04-21,kentang,16500
10,Kota Blitar,2024-04-21,kentang,16500
11,Kota Madiun,2024-04-21,kentang,16333
12,Kabupaten Mojokerto,2024-04-21,kentang,15962
13,Kabupaten Lumajang,2024-04-21,kentang,15666
14,Kabupaten Ngawi,2024-04-21,kentang,15666
15,Kabupaten Tulungagung,2024-04-21,kentang,15666
16,Kabupaten Magetan,2024-04-21,kentang,15500
17,Kabupaten Ponorogo,2024-04-21,kentang,15500
18,Kabupaten Sidoarjo,2024-04-21,kentang,15500
19,Kabupaten Sumenep,2024-04-21,kentang,15500
20,Kota Mojokerto,2024-04-21,kentang,15500
21,Kabupaten Jember,2024-04-21,kentang,15400
22,Kabupaten Bangkalan,2024-04-21,kentang,15333
23,Kabupaten Nganjuk,2024-04-21,kentang,15333
24,Kabupaten Situbondo,2024-04-21,kentang,15333
25,Kabupaten Banyuwangi,2024-04-21,kentang,15200
26,Kota Malang,2024-04-21,kentang,15000
27,Kota Kediri,2024-04-21,kentang,15000
28,Kabupaten Madiun,2024-04-21,kentang,15000
29,Kabupaten Malang,2024-04-21,kentang,15000
30,Kabupaten Pasuruan,2024-04-21,kentang,15000
31,Kabupaten Blitar,2024-04-21,kentang,14500
32,Kabupaten Trenggalek,2024-04-21,kentang,14500
33,Kabupaten Kediri,2024-04-21,kentang,14333
34,Kabupaten Probolinggo,2024-04-21,kentang,14333
35,Kabupaten Bondowoso,2024-04-21,kentang,14125
36,Kabupaten Jombang,2024-04-21,kentang,14000
37,Kota Probolinggo,2024-04-21,kentang,13666
38,Kota Pasuruan,2024-04-21,kentang,13300
